id,timestamp,city,aqi,pm25,pm10,o3,no2,co,so2,temperature,humidity,pressure,wind,hour,day,month,aqi_change_rate,created_at
2599,2026-02-26 00:00:00+00,karachi,90.7,30.97,75.09,99.67,0.06,141.05,0.5,0,0,0,0,0,3,2,-0.2,2026-05-24 18:33:11.041556+00
2600,2026-02-26 01:00:00+00,karachi,90.6,30.95,76.38,100.89,0.06,140.54,0.53,0,0,0,0,1,3,2,-0.1,2026-05-24 18:33:11.041556+00
2601,2026-02-26 02:00:00+00,karachi,90.6,30.92,77.55,101.94,0.06,140.09,0.56,0,0,0,0,2,3,2,0,2026-05-24 18:33:11.041556+00
2602,2026-02-26 03:00:00+00,karachi,90.4,30.82,77.98,102.61,0.08,139.51,0.57,0,0,0,0,3,3,2,-0.2,2026-05-24 18:33:11.041556+00
2603,2026-02-26 04:00:00+00,karachi,89.7,30.48,76.84,102.78,0.08,138.66,0.56,0,0,0,0,4,3,2,-0.7,2026-05-24 18:33:11.041556+00
2604,2026-02-26 05:00:00+00,karachi,88.8,30.07,75.2,102.39,0.06,137.51,0.55,0,0,0,0,5,3,2,-0.9,2026-05-24 18:33:11.041556+00
2605,2026-02-26 06:00:00+00,karachi,88.2,29.78,74.09,101.41,0.05,136.78,0.53,0,0,0,0,6,3,2,-0.6,2026-05-24 18:33:11.041556+00
2606,2026-02-26 07:00:00+00,karachi,87.7,29.53,73.17,99.8,0.04,135.69,0.51,0,0,0,0,7,3,2,-0.5,2026-05-24 18:33:11.041556+00
2607,2026-02-26 08:00:00+00,karachi,87.1,29.27,72.33,97.68,0.04,134.53,0.48,0,0,0,0,8,3,2,-0.6,2026-05-24 18:33:11.041556+00
2608,2026-02-26 09:00:00+00,karachi,86.6,29.02,71.62,95.67,0.04,133.29,0.46,0,0,0,0,9,3,2,-0.5,2026-05-24 18:33:11.041556+00
2609,2026-02-26 10:00:00+00,karachi,86.3,28.88,71.3,94.3,0.04,132.65,0.45,0,0,0,0,10,3,2,-0.3,2026-05-24 18:33:11.041556+00
2610,2026-02-26 11:00:00+00,karachi,86.1,28.78,71.22,92.7,0.04,131.94,0.43,0,0,0,0,11,3,2,-0.2,2026-05-24 18:33:11.041556+00
2611,2026-02-26 12:00:00+00,karachi,86,28.73,71.42,91.6,0.05,131.35,0.42,0,0,0,0,12,3,2,-0.1,2026-05-24 18:33:11.041556+00
2612,2026-02-26 13:00:00+00,karachi,86,28.73,71.75,91.57,0.07,131.25,0.41,0,0,0,0,13,3,2,0,2026-05-24 18:33:11.041556+00
2613,2026-02-26 14:00:00+00,karachi,86,28.74,72.03,91.21,0.09,130.83,0.4,0,0,0,0,14,3,2,0,2026-05-24 18:33:11.041556+00
2614,2026-02-26 15:00:00+00,karachi,86,28.76,72.36,91.13,0.09,130.45,0.39,0,0,0,0,15,3,2,0,2026-05-24 18:33:11.041556+00
2615,2026-02-26 16:00:00+00,karachi,86.1,28.79,72.84,91.1,0.09,129.77,0.39,0,0,0,0,16,3,2,0.1,2026-05-24 18:33:11.041556+00
2616,2026-02-26 17:00:00+00,karachi,86.5,28.97,74.05,91.09,0.09,129.4,0.4,0,0,0,0,17,3,2,0.4,2026-05-24 18:33:11.041556+00
2617,2026-02-26 18:00:00+00,karachi,86.4,28.94,75.1,92.06,0.08,128.83,0.41,0,0,0,0,18,3,2,-0.1,2026-05-24 18:33:11.041556+00
2618,2026-02-26 19:00:00+00,karachi,86,28.72,76.14,93.52,0.08,127.99,0.43,0,0,0,0,19,3,2,-0.4,2026-05-24 18:33:11.041556+00
2619,2026-02-26 20:00:00+00,karachi,85.5,28.52,77.63,94.06,0.08,127.43,0.45,0,0,0,0,20,3,2,-0.5,2026-05-24 18:33:11.041556+00
2620,2026-02-26 21:00:00+00,karachi,85,28.26,79.26,93.96,0.08,127.02,0.46,0,0,0,0,21,3,2,-0.5,2026-05-24 18:33:11.041556+00
2621,2026-02-26 22:00:00+00,karachi,84.3,27.95,81.06,93.31,0.08,126.67,0.48,0,0,0,0,22,3,2,-0.7,2026-05-24 18:33:11.041556+00
2622,2026-02-26 23:00:00+00,karachi,83.3,27.48,82.43,92.23,0.08,126.06,0.49,0,0,0,0,23,3,2,-1,2026-05-24 18:33:11.041556+00
2623,2026-02-27 00:00:00+00,karachi,82.3,27,83.57,91.32,0.09,125.18,0.5,0,0,0,0,0,4,2,-1,2026-05-24 18:33:11.041556+00
2624,2026-02-27 01:00:00+00,karachi,81.6,26.63,85.21,91.29,0.08,124.37,0.51,0,0,0,0,1,4,2,-0.7,2026-05-24 18:33:11.041556+00
2625,2026-02-27 02:00:00+00,karachi,81.2,26.48,87.7,91.72,0.08,123.94,0.53,0,0,0,0,2,4,2,-0.4,2026-05-24 18:33:11.041556+00
2626,2026-02-27 03:00:00+00,karachi,81.2,26.44,90.68,91.87,0.1,123.77,0.53,0,0,0,0,3,4,2,0,2026-05-24 18:33:11.041556+00
2627,2026-02-27 04:00:00+00,karachi,81.3,26.52,93.92,92.3,0.1,123.53,0.54,0,0,0,0,4,4,2,0.1,2026-05-24 18:33:11.041556+00
2628,2026-02-27 05:00:00+00,karachi,82.5,27.06,98.59,93.88,0.08,124.02,0.57,0,0,0,0,5,4,2,1.2,2026-05-24 18:33:11.041556+00
2629,2026-02-27 06:00:00+00,karachi,84.4,27.96,104.71,95.82,0.06,124.5,0.6,0,0,0,0,6,4,2,1.9,2026-05-24 18:33:11.041556+00
2630,2026-02-27 07:00:00+00,karachi,87.1,29.26,112.31,98.23,0.05,125.09,0.64,0,0,0,0,7,4,2,2.7,2026-05-24 18:33:11.041556+00
2631,2026-02-27 08:00:00+00,karachi,89.8,30.55,119.25,99.31,0.05,125.22,0.66,0,0,0,0,8,4,2,2.7,2026-05-24 18:33:11.041556+00
2632,2026-02-27 09:00:00+00,karachi,91.9,31.55,124.56,98.93,0.05,125.22,0.67,0,0,0,0,9,4,2,2.1,2026-05-24 18:33:11.041556+00
2633,2026-02-27 10:00:00+00,karachi,94.6,32.85,130.53,99.59,0.05,125.99,0.7,0,0,0,0,10,4,2,2.7,2026-05-24 18:33:11.041556+00
2634,2026-02-27 11:00:00+00,karachi,98,34.46,137.27,101.31,0.06,126.81,0.76,0,0,0,0,11,4,2,3.4,2026-05-24 18:33:11.041556+00
2635,2026-02-27 12:00:00+00,karachi,103.4,36.47,144.77,104.45,0.08,128.11,0.87,0,0,0,0,12,4,2,5.4,2026-05-24 18:33:11.041556+00
2636,2026-02-27 13:00:00+00,karachi,109.4,38.91,153.04,108.64,0.12,130.16,1,0,0,0,0,13,4,2,6,2026-05-24 18:33:11.041556+00
2637,2026-02-27 14:00:00+00,karachi,114.8,41.11,159.9,112.1,0.15,132.02,1.11,0,0,0,0,14,4,2,5.4,2026-05-24 18:33:11.041556+00
2638,2026-02-27 15:00:00+00,karachi,119.2,42.91,164.88,115.26,0.16,133.88,1.19,0,0,0,0,15,4,2,4.4,2026-05-24 18:33:11.041556+00
2639,2026-02-27 16:00:00+00,karachi,122.3,44.15,167.92,117.76,0.16,135.61,1.25,0,0,0,0,16,4,2,3.1,2026-05-24 18:33:11.041556+00
2640,2026-02-27 17:00:00+00,karachi,124.2,44.91,170.63,119.35,0.16,136.82,1.28,0,0,0,0,17,4,2,1.9,2026-05-24 18:33:11.041556+00
2641,2026-02-27 18:00:00+00,karachi,125.2,45.31,174.07,120.13,0.15,137.73,1.29,0,0,0,0,18,4,2,1,2026-05-24 18:33:11.041556+00
2642,2026-02-27 19:00:00+00,karachi,124.5,45.03,177.75,118.92,0.14,137.74,1.26,0,0,0,0,19,4,2,-0.7,2026-05-24 18:33:11.041556+00
2643,2026-02-27 20:00:00+00,karachi,121.6,43.86,180.35,115.36,0.13,136.44,1.16,0,0,0,0,20,4,2,-2.9,2026-05-24 18:33:11.041556+00
2644,2026-02-27 21:00:00+00,karachi,116.8,41.9,179.76,110.07,0.12,134.47,1.02,0,0,0,0,21,4,2,-4.8,2026-05-24 18:33:11.041556+00
2645,2026-02-27 22:00:00+00,karachi,110.6,39.38,174.86,104.04,0.11,131.92,0.87,0,0,0,0,22,4,2,-6.2,2026-05-24 18:33:11.041556+00
2646,2026-02-27 23:00:00+00,karachi,104.1,36.76,166.64,98.41,0.1,129.66,0.73,0,0,0,0,23,4,2,-6.5,2026-05-24 18:33:11.647499+00
2647,2026-02-28 00:00:00+00,karachi,97.7,34.31,156.57,93.6,0.1,127.66,0.61,0,0,0,0,0,5,2,-6.4,2026-05-24 18:33:11.647499+00
2648,2026-02-28 01:00:00+00,karachi,93.5,32.3,146.62,89.72,0.09,125.95,0.53,0,0,0,0,1,5,2,-4.2,2026-05-24 18:33:11.647499+00
2649,2026-02-28 02:00:00+00,karachi,90.3,30.77,137.38,87.05,0.09,125.01,0.47,0,0,0,0,2,5,2,-3.2,2026-05-24 18:33:11.647499+00
2650,2026-02-28 03:00:00+00,karachi,88.3,29.83,130.64,85.64,0.1,124.58,0.44,0,0,0,0,3,5,2,-2,2026-05-24 18:33:11.647499+00
2651,2026-02-28 04:00:00+00,karachi,88.2,29.79,129.56,85.92,0.1,124.06,0.44,0,0,0,0,4,5,2,-0.1,2026-05-24 18:33:11.647499+00
2652,2026-02-28 05:00:00+00,karachi,89.6,30.47,132.62,87.45,0.07,124.51,0.45,0,0,0,0,5,5,2,1.4,2026-05-24 18:33:11.647499+00
2653,2026-02-28 06:00:00+00,karachi,91.1,31.16,134.75,88.16,0.06,124.85,0.45,0,0,0,0,6,5,2,1.5,2026-05-24 18:33:11.647499+00
2654,2026-02-28 07:00:00+00,karachi,92.5,31.85,136.37,88.21,0.05,125.12,0.45,0,0,0,0,7,5,2,1.4,2026-05-24 18:33:11.647499+00
2655,2026-02-28 08:00:00+00,karachi,94,32.56,137.53,87.88,0.04,125.22,0.45,0,0,0,0,8,5,2,1.5,2026-05-24 18:33:11.647499+00
2656,2026-02-28 09:00:00+00,karachi,95.5,33.25,138.2,87.47,0.04,125.12,0.45,0,0,0,0,9,5,2,1.5,2026-05-24 18:33:11.647499+00
2657,2026-02-28 10:00:00+00,karachi,97.1,34.04,138.99,87.37,0.04,125.43,0.45,0,0,0,0,10,5,2,1.6,2026-05-24 18:33:11.647499+00
2658,2026-02-28 11:00:00+00,karachi,98.9,34.87,139.59,87.44,0.05,125.65,0.46,0,0,0,0,11,5,2,1.8,2026-05-24 18:33:11.647499+00
2659,2026-02-28 12:00:00+00,karachi,101.7,35.8,140.64,87.69,0.06,126.09,0.46,0,0,0,0,12,5,2,2.8,2026-05-24 18:33:11.647499+00
2660,2026-02-28 13:00:00+00,karachi,104.6,36.97,143.4,88.54,0.08,127.01,0.47,0,0,0,0,13,5,2,2.9,2026-05-24 18:33:11.647499+00
2661,2026-02-28 14:00:00+00,karachi,107.9,38.31,147.32,89.3,0.1,128.15,0.48,0,0,0,0,14,5,2,3.3,2026-05-24 18:33:11.647499+00
2662,2026-02-28 15:00:00+00,karachi,111.7,39.83,152.08,90.08,0.1,129.55,0.49,0,0,0,0,15,5,2,3.8,2026-05-24 18:33:11.647499+00
2663,2026-02-28 16:00:00+00,karachi,115.2,41.25,156.81,90.77,0.1,130.75,0.52,0,0,0,0,16,5,2,3.5,2026-05-24 18:33:11.647499+00
2664,2026-02-28 17:00:00+00,karachi,118.5,42.59,161.15,91.48,0.1,132.12,0.54,0,0,0,0,17,5,2,3.3,2026-05-24 18:33:11.647499+00
2665,2026-02-28 18:00:00+00,karachi,121.2,43.69,164.5,92.24,0.1,133.45,0.57,0,0,0,0,18,5,2,2.7,2026-05-24 18:33:11.647499+00
2666,2026-02-28 19:00:00+00,karachi,123.2,44.5,166.97,92.45,0.1,134.38,0.58,0,0,0,0,19,5,2,2,2026-05-24 18:33:11.647499+00
2667,2026-02-28 20:00:00+00,karachi,124.4,45.02,168.23,92.77,0.1,135.19,0.59,0,0,0,0,20,5,2,1.2,2026-05-24 18:33:11.647499+00
2668,2026-02-28 21:00:00+00,karachi,125,45.23,168.06,93.17,0.1,135.77,0.6,0,0,0,0,21,5,2,0.6,2026-05-24 18:33:11.647499+00
2669,2026-02-28 22:00:00+00,karachi,125.1,45.28,166.64,94.11,0.1,136.43,0.6,0,0,0,0,22,5,2,0.1,2026-05-24 18:33:11.647499+00
2670,2026-02-28 23:00:00+00,karachi,124.5,45.03,163.6,95.59,0.1,137.27,0.6,0,0,0,0,23,5,2,-0.6,2026-05-24 18:33:11.647499+00
2671,2026-03-01 00:00:00+00,karachi,123.6,44.69,160.3,97.2,0.09,138.01,0.6,0,0,0,0,0,6,3,-0.9,2026-05-24 18:33:11.647499+00
2672,2026-03-02 01:00:00+00,karachi,81.8,26.76,63.81,130.05,0.08,157.44,0.36,0,0,0,0,1,0,3,-41.8,2026-05-24 18:33:11.647499+00
2673,2026-03-02 02:00:00+00,karachi,79.2,25.49,60.02,132.13,0.08,157.6,0.35,0,0,0,0,2,0,3,-2.6,2026-05-24 18:33:11.647499+00
2674,2026-03-02 03:00:00+00,karachi,76.9,24.43,57.32,133.85,0.09,157.41,0.35,0,0,0,0,3,0,3,-2.3,2026-05-24 18:33:11.647499+00
2675,2026-03-02 04:00:00+00,karachi,75.3,23.66,55.81,134.26,0.08,156.4,0.34,0,0,0,0,4,0,3,-1.6,2026-05-24 18:33:11.647499+00
2676,2026-03-02 05:00:00+00,karachi,74.5,23.26,55.21,133.76,0.06,156,0.33,0,0,0,0,5,0,3,-0.8,2026-05-24 18:33:11.647499+00
2677,2026-03-02 06:00:00+00,karachi,73.9,22.99,55.04,132.2,0.05,155.36,0.32,0,0,0,0,6,0,3,-0.6,2026-05-24 18:33:11.647499+00
2678,2026-03-02 07:00:00+00,karachi,73.4,22.77,54.96,129.53,0.04,153.74,0.31,0,0,0,0,7,0,3,-0.5,2026-05-24 18:33:11.647499+00
2679,2026-03-02 08:00:00+00,karachi,73.1,22.6,54.96,126.08,0.04,152.39,0.3,0,0,0,0,8,0,3,-0.3,2026-05-24 18:33:11.647499+00
2680,2026-03-02 09:00:00+00,karachi,72.8,22.48,55,122.85,0.04,150.87,0.28,0,0,0,0,9,0,3,-0.3,2026-05-24 18:33:11.647499+00
2681,2026-03-02 10:00:00+00,karachi,72.6,22.37,54.98,120.55,0.04,149.97,0.27,0,0,0,0,10,0,3,-0.2,2026-05-24 18:33:11.647499+00
2682,2026-03-02 11:00:00+00,karachi,72.1,22.14,54.52,118.52,0.05,148.6,0.26,0,0,0,0,11,0,3,-0.5,2026-05-24 18:33:11.647499+00
2683,2026-03-02 12:00:00+00,karachi,71.7,21.94,54.08,117.24,0.06,147.6,0.26,0,0,0,0,12,0,3,-0.4,2026-05-24 18:33:11.647499+00
2684,2026-03-02 13:00:00+00,karachi,71.6,21.9,54,116.83,0.08,147.1,0.25,0,0,0,0,13,0,3,-0.1,2026-05-24 18:33:11.647499+00
2685,2026-03-02 14:00:00+00,karachi,71.5,21.87,53.96,116.21,0.11,146.5,0.25,0,0,0,0,14,0,3,-0.1,2026-05-24 18:33:11.647499+00
2686,2026-03-02 15:00:00+00,karachi,71.7,21.95,54.21,115.74,0.11,145.9,0.25,0,0,0,0,15,0,3,0.2,2026-05-24 18:33:11.647499+00
2687,2026-03-02 16:00:00+00,karachi,72.2,22.17,54.88,114.71,0.11,145.14,0.25,0,0,0,0,16,0,3,0.5,2026-05-24 18:33:11.647499+00
2688,2026-03-02 17:00:00+00,karachi,72.9,22.5,55.63,113.69,0.1,144.83,0.24,0,0,0,0,17,0,3,0.7,2026-05-24 18:33:11.647499+00
2689,2026-03-02 18:00:00+00,karachi,73.6,22.85,56.27,112.7,0.1,144.27,0.24,0,0,0,0,18,0,3,0.7,2026-05-24 18:33:11.647499+00
2690,2026-03-02 19:00:00+00,karachi,74.3,23.16,56.77,111.34,0.09,143.79,0.23,0,0,0,0,19,0,3,0.7,2026-05-24 18:33:11.647499+00
2691,2026-03-02 20:00:00+00,karachi,74.9,23.46,57.28,110.28,0.09,143.15,0.23,0,0,0,0,20,0,3,0.6,2026-05-24 18:33:11.647499+00
2692,2026-03-02 21:00:00+00,karachi,75.3,23.64,57.6,109.58,0.08,142.62,0.22,0,0,0,0,21,0,3,0.4,2026-05-24 18:33:11.647499+00
2693,2026-03-02 22:00:00+00,karachi,75.4,23.69,57.87,109.38,0.08,141.8,0.23,0,0,0,0,22,0,3,0.1,2026-05-24 18:33:11.647499+00
2694,2026-03-02 23:00:00+00,karachi,75.1,23.56,57.89,109.67,0.07,140.92,0.23,0,0,0,0,23,0,3,-0.3,2026-05-24 18:33:11.647499+00
2695,2026-03-03 00:00:00+00,karachi,74.4,23.25,57.58,110.11,0.07,140.09,0.24,0,0,0,0,0,1,3,-0.7,2026-05-24 18:33:11.647499+00
2696,2026-03-03 01:00:00+00,karachi,73.5,22.78,57.02,110.71,0.07,139.67,0.24,0,0,0,0,1,1,3,-0.9,2026-05-24 18:33:11.647499+00
2697,2026-03-03 02:00:00+00,karachi,72.5,22.3,56.16,111.22,0.06,139.53,0.24,0,0,0,0,2,1,3,-1,2026-05-24 18:33:11.647499+00
2698,2026-03-03 03:00:00+00,karachi,71.5,21.87,55.36,111.73,0.08,139.57,0.24,0,0,0,0,3,1,3,-1,2026-05-24 18:33:11.647499+00
2699,2026-03-03 04:00:00+00,karachi,70.8,21.51,54.74,111.62,0.07,139.44,0.23,0,0,0,0,4,1,3,-0.7,2026-05-24 18:33:11.647499+00
2700,2026-03-03 05:00:00+00,karachi,70.5,21.35,54.63,111.12,0.05,139.69,0.23,0,0,0,0,5,1,3,-0.3,2026-05-24 18:33:11.647499+00
2701,2026-03-03 06:00:00+00,karachi,70.4,21.31,54.84,109.96,0.04,140.24,0.23,0,0,0,0,6,1,3,-0.1,2026-05-24 18:33:11.647499+00
2702,2026-03-03 07:00:00+00,karachi,70.4,21.33,55.06,108.09,0.04,139.87,0.23,0,0,0,0,7,1,3,0,2026-05-24 18:33:11.647499+00
2703,2026-03-03 08:00:00+00,karachi,70.5,21.37,55.12,105.74,0.04,139.48,0.22,0,0,0,0,8,1,3,0.1,2026-05-24 18:33:11.647499+00
2704,2026-03-03 09:00:00+00,karachi,70.6,21.42,55.06,103.36,0.04,138.96,0.22,0,0,0,0,9,1,3,0.1,2026-05-24 18:33:11.647499+00
2705,2026-03-03 10:00:00+00,karachi,70.8,21.51,55.08,101.68,0.04,138.71,0.21,0,0,0,0,10,1,3,0.2,2026-05-24 18:33:11.647499+00
2706,2026-03-03 11:00:00+00,karachi,70.7,21.46,54.88,99.79,0.05,137.77,0.2,0,0,0,0,11,1,3,-0.1,2026-05-24 18:33:11.647499+00
